generation,individual,sfc,reqps,cpu,avg_cpu,memory,avg_memory,link,latency,sfc_hosts,total_hosts,no_sfcs,ar
7,94,sfc0-0,80.825,0.05069543793797493,0.1313964445143938,0.02518610004335642,0.07132207090035081,1669.0362500000003,64.37356199658375,2,5,7,0.21875
7,94,sfc0-1,80.825,0.05069543793797493,0.03699234314262867,0.02518610004335642,0.033485102001577616,1127.5087500000002,1.5486432398279852,2,5,7,0.21875
7,94,sfc0-2,80.825,0.05069543793797493,0.1313964445143938,0.02518610004335642,0.07132207090035081,1757.9437500000001,210.99207887547584,2,5,7,0.21875
7,94,sfc0-3,80.825,0.05069543793797493,0.1197518203407526,0.02518610004335642,0.0504300189204514,1398.2724999999998,126.68789098191922,2,5,7,0.21875
7,94,sfc0-6,80.825,0.05069543793797493,0.23018794134259224,0.02518610004335642,0.08414639625698328,998.1887499999998,179.99048831578955,1,5,7,0.21875
7,94,sfc0-7,80.825,0.05069543793797493,0.23018794134259224,0.02518610004335642,0.08414639625698328,953.7349999999999,175.52745336763286,1,5,7,0.21875
7,94,sfc1-0,80.825,0.06973577477037907,0.10773765482008457,0.07043880689889193,0.06545643570522468,1988.2950000000003,1.573219099835799,3,5,7,0.21875
7,95,sfc0-0,80.825,0.05069543793797493,0.27667006850242615,0.02518610004335642,0.4142530523240566,2133.7799999999997,11.239282906482089,2,3,11,0.34375
7,95,sfc0-1,80.825,0.05069543793797493,0.1986648105084896,0.02518610004335642,0.15912650804966688,953.735,17.185116457868038,1,3,11,0.34375
7,95,sfc0-2,80.825,0.05069543793797493,0.1986648105084896,0.02518610004335642,0.15912650804966688,1074.9725,21.942685012654096,1,3,11,0.34375
7,95,sfc0-3,80.825,0.05069543793797493,0.27667006850242615,0.02518610004335642,0.4142530523240566,2206.522499999999,15.579276598087706,2,3,11,0.34375
7,95,sfc0-4,80.825,0.05069543793797493,0.27667006850242615,0.02518610004335642,0.4142530523240566,2133.7799999999997,11.168161755622721,2,3,11,0.34375
7,95,sfc0-5,80.825,0.05069543793797493,0.27667006850242615,0.02518610004335642,0.4142530523240566,2069.1199999999994,9.348821277721605,2,3,11,0.34375
7,95,sfc0-6,80.825,0.05069543793797493,0.27667006850242615,0.02518610004335642,0.4142530523240566,2133.7799999999997,9.365260865495111,2,3,11,0.34375
7,95,sfc0-7,80.825,0.05069543793797493,0.1986648105084896,0.02518610004335642,0.15912650804966688,1026.4775,33.41052729825765,1,3,11,0.34375
7,95,sfc3-0,80.825,0.13679226115345955,0.30863773822784424,0.42091278079897165,0.6525503173470497,1592.2524999999996,3.503095190000006,2,3,11,0.34375
7,95,sfc3-1,80.825,0.13679226115345955,0.30863773822784424,0.42091278079897165,0.6525503173470497,2174.1925,3.666242752154428,2,3,11,0.34375
7,95,sfc3-7,80.825,0.13679226115345955,0.30863773822784424,0.42091278079897165,0.6525503173470497,1980.2124999999996,3.5404699196828613,2,3,11,0.34375
7,96,sfc0-0,80.825,0.05069543793797493,0.03379695862531662,0.02518610004335642,0.016790733362237614,614.27,1.2623357384716731,3,4,3,0.09375
7,96,sfc0-1,80.825,0.05069543793797493,0.030005568638443947,0.02518610004335642,0.020949870813637972,505.15625,1.20608246156384,2,4,3,0.09375
7,96,sfc0-2,80.825,0.05069543793797493,0.05069543793797493,0.02518610004335642,0.02518610004335642,206.10375000000005,1.324949093161544,1,4,3,0.09375
7,97,sfc0-0,80.825,0.05069543793797493,0.08070100657641888,0.02518610004335642,0.04613597085699439,775.9200000000001,1.2601853769685027,2,3,5,0.15625
7,97,sfc0-1,80.825,0.05069543793797493,0.1081071961671114,0.02518610004335642,0.029537966940551996,678.9300000000001,1.3862549725801159,2,3,5,0.15625
7,97,sfc0-2,80.825,0.05069543793797493,0.08070100657641888,0.02518610004335642,0.04613597085699439,775.9200000000001,1.297510882666667,2,3,5,0.15625
7,97,sfc0-3,80.825,0.05069543793797493,0.06466898694634438,0.02518610004335642,0.050256562419235706,921.4050000000002,1.4003965090371362,2,3,5,0.15625
7,97,sfc0-4,80.825,0.05069543793797493,0.06466898694634438,0.02518610004335642,0.050256562419235706,921.4050000000002,1.3708969808137605,2,3,5,0.15625
7,98,sfc0-0,80.825,0.05069543793797493,0.09001670591533184,0.02518610004335642,0.06284961244091392,1228.5399999999997,3.869904353716212,2,3,6,0.1875
7,98,sfc0-1,80.825,0.05069543793797493,0.0760431569069624,0.02518610004335642,0.03777915006503463,1099.22,1.5941611831404932,2,3,6,0.1875
7,98,sfc0-2,80.825,0.05069543793797493,0.09001670591533184,0.02518610004335642,0.06284961244091392,1600.335,4.881270822185432,2,3,6,0.1875
7,98,sfc0-4,80.825,0.05069543793797493,0.1520863138139248,0.02518610004335642,0.07555830013006926,775.9200000000001,4.253392683623249,1,3,6,0.1875
7,98,sfc0-6,80.825,0.05069543793797493,0.13811276480555534,0.02518610004335642,0.05048783775418997,1099.22,1.5161951787598948,2,3,6,0.1875
7,98,sfc0-7,80.825,0.05069543793797493,0.13811276480555534,0.02518610004335642,0.05048783775418997,1228.54,1.4802248550675665,2,3,6,0.1875
7,99,sfc0-0,80.825,0.05069543793797493,0.09906195104122162,0.02518610004335642,0.046193789690732956,1167.9212500000003,1.7754445858184247,2,5,8,0.25
7,99,sfc0-1,80.825,0.05069543793797493,0.07398468628525734,0.02518610004335642,0.06697020400315523,581.9399999999999,1.9995763014196093,1,5,8,0.25
7,99,sfc0-2,80.825,0.05069543793797493,0.09906195104122162,0.02518610004335642,0.046193789690732956,1624.5825000000007,1.7294781259868386,2,5,8,0.25
7,99,sfc0-3,80.825,0.05069543793797493,0.06759391725063324,0.02518610004335642,0.03358146672447523,2845.040000000001,1.8618456517592872,3,5,8,0.25
7,99,sfc0-4,80.825,0.05069543793797493,0.20278175175189972,0.02518610004335642,0.10074440017342567,860.78625,7.752293417789763,1,5,8,0.25
7,99,sfc0-5,80.825,0.05069543793797493,0.20278175175189972,0.02518610004335642,0.10074440017342567,796.1262500000001,10.370443827877153,1,5,8,0.25
7,99,sfc0-6,80.825,0.05069543793797493,0.20278175175189972,0.02518610004335642,0.10074440017342567,646.6,6.852653595158008,1,5,8,0.25
7,99,sfc0-7,80.825,0.05069543793797493,0.20278175175189972,0.02518610004335642,0.10074440017342567,860.78625,14.296511823806345,1,5,8,0.25
8,1,sfc0-0,80.825,0.05069543793797493,0.1646147994324565,0.02518610004335642,0.14755795197561383,2077.2025000000003,12.21356183145321,2,5,11,0.34375
8,1,sfc0-1,80.825,0.05069543793797493,0.12644784711301327,0.02518610004335642,0.194371503777802,1139.6325000000002,14.64582195946841,1,5,11,0.34375
8,1,sfc0-2,80.825,0.05069543793797493,0.10604872554540634,0.02518610004335642,0.0587290208786726,2723.802499999999,11.342380966269822,2,5,11,0.34375
8,1,sfc0-3,80.825,0.05069543793797493,0.0885716425254941,0.02518610004335642,0.1097788019105792,1664.9950000000003,1.8464134096064049,2,5,11,0.34375
8,1,sfc0-4,80.825,0.05069543793797493,0.21415592171251774,0.02518610004335642,0.0882669878192246,2578.3175,4.3237885474108895,2,5,11,0.34375
8,1,sfc0-5,80.825,0.05069543793797493,0.21415592171251774,0.02518610004335642,0.0882669878192246,2578.3175,4.180220548260021,2,5,11,0.34375
8,1,sfc0-6,80.825,0.05069543793797493,0.21415592171251774,0.02518610004335642,0.0882669878192246,1656.9125,4.411520624547542,2,5,11,0.34375
8,1,sfc0-7,80.825,0.05069543793797493,0.12673859484493732,0.02518610004335642,0.06296525010839105,2521.74,12.824765774496617,2,5,11,0.34375
8,1,sfc1-0,80.825,0.06973577477037907,0.1646147994324565,0.07043880689889193,0.14755795197561383,2602.565,14.852832229996622,2,5,11,0.34375
8,1,sfc1-1,80.825,0.06973577477037907,0.1759889693930745,0.07043880689889193,0.13508053962141275,1471.0149999999999,15.879128206688923,2,5,11,0.34375
8,1,sfc1-7,80.825,0.06973577477037907,0.1759889693930745,0.07043880689889193,0.13508053962141275,1471.0149999999999,14.126002566421914,2,5,11,0.34375
8,3,sfc0-0,80.825,0.05069543793797493,0.1037198007106781,0.02518610004335642,0.05455061048269272,1188.1275000000003,1.766128371561155,2,4,8,0.25
8,3,sfc0-1,80.825,0.05069543793797493,0.1037198007106781,0.02518610004335642,0.05455061048269272,1188.1275000000003,1.7872224203241036,2,4,8,0.25
8,3,sfc0-2,80.825,0.05069543793797493,0.1037198007106781,0.02518610004335642,0.05455061048269272,1353.8187500000006,1.7491345565819911,2,4,8,0.25
8,3,sfc0-3,80.825,0.05069543793797493,0.1037198007106781,0.02518610004335642,0.05455061048269272,1131.5500000000002,1.9140548225008263,2,4,8,0.25
8,3,sfc0-4,80.825,0.05069543793797493,0.12276690204938252,0.02518610004335642,0.04487807800372442,1656.9125000000006,3.969614808932179,3,4,8,0.25
8,3,sfc0-5,80.825,0.05069543793797493,0.19346605241298676,0.02518610004335642,0.08403075858950615,1079.01375,3.9846797608769067,1,4,8,0.25
8,3,sfc0-6,80.825,0.05069543793797493,0.19346605241298676,0.02518610004335642,0.08403075858950615,1079.01375,4.72682554307744,1,4,8,0.25
8,3,sfc0-7,80.825,0.05069543793797493,0.19346605241298676,0.02518610004335642,0.08403075858950615,1006.27125,7.273297783394738,1,4,8,0.25
8,4,sfc0-0,80.825,0.05069543793797493,0.44929634127765894,0.02518610004335642,0.4854779876768589,3734.1150000000007,235.49029041795555,2,5,21,0.65625
8,4,sfc0-1,80.825,0.05069543793797493,0.3697203956544399,0.02518610004335642,0.5937126046046615,3523.9700000000007,130.8080796984786,2,5,21,0.65625
8,4,sfc0-2,80.825,0.05069543793797493,0.44929634127765894,0.02518610004335642,0.4854779876768589,4332.22,613.6088211472265,2,5,21,0.65625
8,4,sfc0-3,80.825,0.05069543793797493,0.3697203956544399,0.02518610004335642,0.5937126046046615,3523.9700000000007,151.97424947062873,2,5,21,0.65625
8,4,sfc0-4,80.825,0.05069543793797493,0.44929634127765894,0.02518610004335642,0.4854779876768589,4332.22,408.9245246940589,2,5,21,0.65625
8,4,sfc0-5,80.825,0.05069543793797493,0.44929634127765894,0.02518610004335642,0.4854779876768589,4332.22,614.5432065738111,2,5,21,0.65625
8,4,sfc0-6,80.825,0.05069543793797493,0.44929634127765894,0.02518610004335642,0.4854779876768589,4332.22,210.45414203392352,2,5,21,0.65625
8,4,sfc0-7,80.825,0.05069543793797493,0.3204548079520464,0.02518610004335642,0.3451411910355091,4154.405000000001,196.5255387889654,2,5,21,0.65625
8,4,sfc1-0,80.825,0.06973577477037907,0.44929634127765894,0.07043880689889193,0.4854779876768589,4332.22,391.85532380408483,2,5,21,0.65625
8,4,sfc1-1,80.825,0.06973577477037907,0.30477798481782276,0.07043880689889193,0.3660805458202958,5318.285000000002,272.453024231549,3,5,21,0.65625
8,4,sfc1-2,80.825,0.06973577477037907,0.44929634127765894,0.07043880689889193,0.4854779876768589,3734.1150000000007,220.0924913651604,2,5,21,0.65625
