sfc, reqps, cpu, memory, link, latency
sfc1-0,26,0.8549656439572573,3.7923625740222633,0.4160000000000001,1067.2248524263564
sfc1-1,21,0.660507520660758,3.7843450624495745,0.504,876.596947778846
sfc1-2,27,0.8999839797616005,3.7932940083555877,0.4320000000000001,870.1320163722625
sfc1-3,32,1.125076632015407,3.8013116223737597,0.512,883.1576776645567
sfc2-1,23,2.374852569773793,14.582894686609507,3.818,874.6236841061948
sfc0-0,30,0.9035230614244938,1.321584484539926,0.72,1082.8254233999999
sfc0-1,24,0.7415127009153366,1.3140703900717199,0.38400000000000006,1095.3190018083337
sfc0-2,22,0.6875093840062618,1.311565674841404,0.35200000000000004,1063.6819601875002
sfc0-3,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,1076.7762630000004
sfc0-4,23,0.7145110424607992,1.3122580014169216,0.32200000000000006,1081.4581749568965
sfc0-5,22,0.6875093840062618,1.311565674841404,0.35200000000000004,1053.4025753272726
sfc1-0,31,1.0800580400973558,3.7992600491270423,0.496,1094.8880440645164
sfc1-1,20,0.6335058622062206,3.78341362811625,0.48000000000000004,1042.2527297128715
sfc1-2,26,0.8549656439572573,3.7923625740222633,0.4160000000000001,1132.499728969697
sfc1-3,29,0.9900211123749614,3.7962771439924836,0.4640000000000001,1125.5321213356644
sfc2-1,22,2.301520351320505,14.57697108387947,3.6519999999999992,1094.5110493761463
sfc0-0,38,1.1195369437336922,1.3316033966839314,0.912,827.4775761542555
sfc0-1,29,0.8765214029699564,1.3197721214964986,0.4640000000000001,875.896833897959
sfc0-2,28,0.849519744515419,1.319079794920981,0.4480000000000001,1127.6032826382982
sfc0-3,29,0.8765214029699564,1.3197721214964986,0.4640000000000001,885.8224491805554
sfc0-4,28,0.849519744515419,1.319079794920981,0.39200000000000007,609.0017489366195
sfc0-5,27,0.8225178811699152,1.3172674062661827,0.4320000000000001,602.0528102335769
sfc1-0,36,1.305150487460196,3.807277688756585,0.5760000000000001,1052.449891296703
sfc1-1,25,0.8099472057074308,3.790311103221029,0.6000000000000001,883.8985648425198
sfc1-2,35,1.2601320492103696,3.805226217955351,0.56,629.5996617687858
sfc1-3,36,1.305150487460196,3.807277688756585,0.5760000000000001,1050.12011802809
sfc2-1,27,2.718652542680502,14.608826737385243,4.482,640.1131455808824
sfc0-0,37,1.0925351828336716,1.3297910336405039,0.888,1028.3680859347824
sfc0-1,30,0.9035230614244938,1.321584484539926,0.48,894.1631543986484
sfc0-2,28,0.849519744515419,1.319079794920981,0.4480000000000001,1158.1879827816902
sfc0-3,29,0.8765214029699564,1.3197721214964986,0.4640000000000001,617.8205141041667
sfc0-4,29,0.8765214029699564,1.3197721214964986,0.406,1164.0934586111107
sfc0-5,29,0.8765214029699564,1.3197721214964986,0.4640000000000001,853.8373197972024
sfc1-0,37,1.3501690281555057,3.8082091230899096,0.5920000000000001,1469.8905198306015
sfc1-1,25,0.8099472057074308,3.790311103221029,0.6000000000000001,898.6279969212599
sfc1-2,41,1.5302429348230362,3.8141751382499933,0.6560000000000001,1225.0253831470593
sfc1-3,35,1.2601320492103696,3.805226217955351,0.56,1120.417952936782
sfc2-1,32,3.1484027905389667,14.641802529804409,5.312000000000001,534.83267990625
sfc0-0,31,0.9305248223245144,1.3222768111154437,0.744,1368.1443585584411
sfc0-1,26,0.7955162227153778,1.316575079690665,0.4160000000000001,1150.0142867709926
sfc0-2,22,0.6875093840062618,1.311565674841404,0.35200000000000004,890.4493477818177
sfc0-3,24,0.7415127009153366,1.3140703900717199,0.38400000000000006,1172.8884125163934
sfc0-4,25,0.7685145642608404,1.3147627166472375,0.35000000000000003,1123.3473369193546
sfc0-5,24,0.7415127009153366,1.3140703900717199,0.38400000000000006,835.8089966806722
sfc1-0,29,0.9900211123749614,3.7962771439924836,0.4640000000000001,1144.8707370833336
sfc1-1,18,0.5795023404061794,3.7804306973703206,0.432,1743.6656022808984
sfc1-2,34,1.2151135597378016,3.804294732399285,0.544,894.4519827000003
sfc1-3,30,1.0350395506247878,3.798328614793718,0.48,870.270538081081
sfc2-1,27,2.718652542680502,14.608826737385243,4.482,884.7484432043797
sfc0-0,36,1.065533421933651,1.3290987070649862,0.864,714.5917877857141
sfc0-1,32,0.957526583224535,1.3240892766043544,0.512,1325.0538685555557
sfc0-2,28,0.849519744515419,1.319079794920981,0.4480000000000001,697.6792779285713
sfc0-3,27,0.8225178811699152,1.3172674062661827,0.4320000000000001,752.5556456090227
sfc0-4,26,0.7955162227153778,1.316575079690665,0.36400000000000005,742.796017460938
sfc0-5,27,0.8225178811699152,1.3172674062661827,0.4320000000000001,1032.9613941268653
sfc1-0,36,1.305150487460196,3.807277688756585,0.5760000000000001,721.6031735944442
sfc1-1,25,0.8099472057074308,3.790311103221029,0.6000000000000001,1110.1353461200001
sfc1-2,41,1.5302429348230362,3.8141751382499933,0.6560000000000001,945.7269965270941
sfc1-3,33,1.170095019042492,3.802243056707084,0.528,747.5936799161678
sfc2-1,31,3.062452720478177,14.634759812615812,5.145999999999999,1304.6608255576919
sfc0-0,23,0.7145110424607992,1.3122580014169216,0.552,1391.3206241111106
sfc0-1,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,1404.120581650795
sfc0-2,19,0.6065042037516832,1.3072486221790314,0.30400000000000005,1365.0923685000002
sfc0-3,24,0.7415127009153366,1.3140703900717199,0.38400000000000006,1376.3680830499995
sfc0-4,23,0.7145110424607992,1.3122580014169216,0.32200000000000006,1381.0465362456143
sfc0-5,18,0.5795023404061794,1.306556269992143,0.28800000000000003,1370.1720725454547
sfc1-0,23,0.7199101243168116,3.7873281724750996,0.36800000000000005,2171.208622905982
sfc1-1,16,0.5254990234971046,3.7774475873447955,0.384,1364.5959451341466
sfc1-2,28,0.945002674125135,3.795345709659159,0.4480000000000001,1389.9915948439727
sfc1-3,30,1.0350395506247878,3.798328614793718,0.48,1405.6851192027027
sfc2-1,24,2.460802486166358,14.589938146527857,3.984,1386.4673476666665
sfc0-0,41,1.2005420215427876,1.3348004128783941,0.9840000000000001,1221.4627887219508
sfc0-1,42,1.2275437824428082,1.3366127759218216,0.6720000000000002,915.5898172115388
sfc0-2,32,0.957526583224535,1.3240892766043544,0.512,996.7019019876548
sfc0-3,39,1.1465386021882296,1.332295723259449,0.6240000000000001,1246.4472824974616
sfc0-4,38,1.1195369437336922,1.3316033966839314,0.532,1527.7370614114586
sfc0-5,31,0.9305248223245144,1.3222768111154437,0.496,663.2339290653596
sfc1-0,40,1.4852244965732098,3.813243703916669,0.6400000000000001,1498.6358689494948
sfc1-1,26,0.8549656439572573,3.7923625740222633,0.6240000000000001,681.0046535833333
sfc1-2,50,1.9354093912988901,3.8281586905941367,0.8000000000000002,928.401700874999
sfc1-3,47,1.8003538716584444,3.8231241097673774,0.7520000000000001,901.1383146244727
sfc2-1,38,3.6641030060127378,14.68070164322853,6.308000000000001,1244.4353354842103
sfc0-0,25,0.7685145642608404,1.3147627166472375,0.6000000000000001,1037.3808282845523
sfc0-1,27,0.8225178811699152,1.3172674062661827,0.4320000000000001,992.3890474552242
sfc0-2,27,0.8225178811699152,1.3172674062661827,0.4320000000000001,963.691354954887
sfc0-3,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,1007.0980043622047
sfc0-4,25,0.7685145642608404,1.3147627166472375,0.35000000000000003,1433.9304254596775
sfc0-5,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,971.1603881968504
sfc1-0,23,0.7199101243168116,3.7873281724750996,0.36800000000000005,1016.520447026087
sfc1-1,21,0.660507520660758,3.7843450624495745,0.504,962.3203729999999
sfc1-2,31,1.0800580400973558,3.7992600491270423,0.496,1045.1897662774195
sfc1-3,30,1.0350395506247878,3.798328614793718,0.48,1391.222952006711
sfc2-1,25,2.5467528123408556,14.59586072480306,4.15,997.1483875853658
sfc0-0,39,1.1465386021882296,1.332295723259449,0.936,650.6712014871797
sfc0-1,30,0.9035230614244938,1.321584484539926,0.48,635.6758366026488
sfc0-2,30,0.9035230614244938,1.321584484539926,0.48,645.3294123157893
sfc0-3,32,0.957526583224535,1.3240892766043544,0.512,639.6570133354431
sfc0-4,30,0.9035230614244938,1.321584484539926,0.42000000000000004,643.8021236621619
sfc0-5,31,0.9305248223245144,1.3222768111154437,0.496,639.6997199411767
sfc1-0,37,1.3501690281555057,3.8082091230899096,0.5920000000000001,668.2283262076502
sfc1-1,26,0.8549656439572573,3.7923625740222633,0.6240000000000001,638.0400373358779
sfc1-2,45,1.71031694393605,3.8201412046328187,0.7200000000000001,670.6695383893807
sfc1-3,35,1.2601320492103696,3.805226217955351,0.56,647.4771408248589
sfc2-1,35,3.406252642162144,14.660692196339369,5.8100000000000005,658.9964911098265
sfc0-0,33,0.9845282416790724,1.324781603179872,0.792,875.6220253170728
sfc0-1,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,895.0695779603175
sfc0-2,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,896.94826027559
sfc0-3,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,913.2183512800001
sfc0-4,24,0.7415127009153366,1.3140703900717199,0.336,899.4893807833333
sfc0-5,23,0.7145110424607992,1.3122580014169216,0.36800000000000005,909.5558329473686
sfc1-0,31,1.0800580400973558,3.7992600491270423,0.496,910.8075189738562
sfc1-1,20,0.6335058622062206,3.78341362811625,0.48000000000000004,887.2848223823527
sfc1-2,41,1.5302429348230362,3.8141751382499933,0.6560000000000001,902.7143871813728
sfc1-3,29,0.9900211123749614,3.7962771439924836,0.4640000000000001,924.0880483673471
sfc2-1,29,2.8905526315793395,14.621793800033629,4.813999999999999,918.7628401180557
sfc0-0,24,0.7415127009153366,1.3140703900717199,0.5760000000000001,1187.8016818728813
sfc0-1,28,0.849519744515419,1.319079794920981,0.4480000000000001,1177.3212863913043
sfc0-2,20,0.6335058622062206,1.3090609852224588,0.32000000000000006,1188.9437386060606
sfc0-3,21,0.660507520660758,1.3097533117979765,0.3360000000000001,1191.0435582735854
sfc0-4,19,0.6065042037516832,1.3072486221790314,0.266,1244.8523200104164
sfc0-5,20,0.6335058622062206,1.3090609852224588,0.32000000000000006,1194.8462323699998
sfc1-0,25,0.8099472057074308,3.790311103221029,0.4000000000000001,1194.877734219512
sfc1-1,17,0.552500681951642,3.77837902167812,0.408,1143.0539111764708
sfc1-2,31,1.0800580400973558,3.7992600491270423,0.496,1229.7146664585985
sfc1-3,26,0.8549656439572573,3.7923625740222633,0.4160000000000001,1209.1915128000003
sfc2-1,24,2.460802486166358,14.589938146527857,3.984,1234.7652622521002
sfc0-0,26,0.7955162227153778,1.316575079690665,0.6240000000000001,1271.7481909534883
sfc0-1,28,0.849519744515419,1.319079794920981,0.4480000000000001,1284.7084211884055
sfc0-2,23,0.7145110424607992,1.3122580014169216,0.36800000000000005,1225.6789131150442
sfc0-3,28,0.849519744515419,1.319079794920981,0.4480000000000001,1264.75233110072
sfc0-4,29,0.8765214029699564,1.3197721214964986,0.406,1248.4515252430556
sfc0-5,20,0.6335058622062206,1.3090609852224588,0.32000000000000006,1286.75801962
sfc1-0,28,0.945002674125135,3.795345709659159,0.4480000000000001,1291.1552434142857
sfc1-1,17,0.552500681951642,3.77837902167812,0.408,1267.735931816092
sfc1-2,37,1.3501690281555057,3.8082091230899096,0.5920000000000001,1313.0578010434785
sfc1-3,35,1.2601320492103696,3.805226217955351,0.56,1300.595252109195
sfc2-1,27,2.718652542680502,14.608826737385243,4.482,1274.173069244445
sfc0-0,27,0.8225178811699152,1.3172674062661827,0.648,1356.3588012000007
sfc0-1,27,0.8225178811699152,1.3172674062661827,0.4320000000000001,1359.3044899781014
sfc0-2,21,0.660507520660758,1.3097533117979765,0.3360000000000001,1382.6219901359223
sfc0-3,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,1338.5028876507936
sfc0-4,27,0.8225178811699152,1.3172674062661827,0.37800000000000006,1338.9047613430653
sfc0-5,18,0.5795023404061794,1.306556269992143,0.28800000000000003,1406.552122293478
sfc1-0,28,0.945002674125135,3.795345709659159,0.4480000000000001,1353.0238188992807
sfc1-1,17,0.552500681951642,3.77837902167812,0.408,1386.301688551724
sfc1-2,33,1.170095019042492,3.802243056707084,0.528,1355.4222082590363
sfc1-3,33,1.170095019042492,3.802243056707084,0.528,1330.9464062814366
sfc2-1,25,2.5467528123408556,14.59586072480306,4.15,1345.8908802560002
sfc0-0,26,0.7955162227153778,1.316575079690665,0.6240000000000001,1229.7859536821702
sfc0-1,26,0.7955162227153778,1.316575079690665,0.4160000000000001,1234.3052241068701
sfc0-2,21,0.660507520660758,1.3097533117979765,0.3360000000000001,1198.5799101826926
sfc0-3,21,0.660507520660758,1.3097533117979765,0.3360000000000001,1268.2486138504669
sfc0-4,26,0.7955162227153778,1.316575079690665,0.36400000000000005,1266.5790314015155
sfc0-5,22,0.6875093840062618,1.311565674841404,0.35200000000000004,1180.9449572201834
sfc1-0,26,0.8549656439572573,3.7923625740222633,0.4160000000000001,1243.9866642076913
sfc1-1,18,0.5795023404061794,3.7804306973703206,0.432,1152.842622078652
sfc1-2,28,0.945002674125135,3.795345709659159,0.4480000000000001,1273.3985390575542
sfc1-3,31,1.0800580400973558,3.7992600491270423,0.496,1266.6398820259744
sfc2-1,22,2.301520351320505,14.57697108387947,3.6519999999999992,1172.9463141376148
sfc0-0,32,0.957526583224535,1.3240892766043544,0.768,1098.86501454321
sfc0-1,26,0.7955162227153778,1.316575079690665,0.4160000000000001,1481.0872499687507
sfc0-2,24,0.7415127009153366,1.3140703900717199,0.38400000000000006,1519.4849216186435
sfc0-3,25,0.7685145642608404,1.3147627166472375,0.4000000000000001,1509.2136346771658
